物件ID,種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大,追加年月日,削除年月日
3d0a1deee804,建物,岐阜県岐阜市日置江,500.0,岐阜県岐阜市日置江,,3DK,175.43,72.04,9.42,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_e0c684ac686f31b0bf2373e830fa5752/,2026-01-17,46.75,,,,,2026-01-14,
3d0d5c9c7b41,土地,岐阜県岐阜市菅生５丁目,1039.0,岐阜県岐阜市菅生５丁目,,,312.0,,11.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_87a2181989103e459422adcb5e7e433c/,2026-01-17,,,,,,2026-01-11,
3d0f24cc5976,建物,愛知県一宮市時之島,2280.0,愛知県一宮市時之島,名鉄犬山線/江南駅 徒歩53分,5LDK+S,161.16,103.67,46.77,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_d975d0cee3e2354888273d68074f1d7e/,2026-01-17,11.33,名鉄犬山線,江南,53.0,,2026-01-11,
3d1d1746a41c,建物,総額を抑える方法でご提案！【弊社独自の特典あり！】必ずベテラン営業が対応！,2598.0,愛知県一宮市三条字郷内西19-1、19-13、19-14,JR東海道本線「尾張一宮」バス12分停歩13分,3LDK,121.55,100.24,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_77799218/,2026-01-17,0.0,JR東海道本線,尾張一宮,,,2026-01-11,
3d1f7dbb7ffe,建物,岐阜県瑞穂市本田,2980.0,岐阜県瑞穂市本田,樽見鉄道/美江寺駅 徒歩4分 バス4分,4LDK,300.0,117.59,32.84,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_c41dc062a7b0336593c30ca35feedcdb/,2026-01-17,0.0,樽見鉄道,美江寺,4.0,,2026-01-11,
3d2777bdba53,建物,【岩野田小】新春キャンペーン開催！【内覧会開催中】,2830.0,岐阜県岐阜市岩崎字一町田631番1,JR東海道本線「岐阜」車7.7km,4LDK+S,250.03,119.26,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_77227833/,2026-01-17,0.0,JR東海道本線,岐阜,,最大,2026-01-11,
3d30a10c4b9e,土地,岐阜県岐阜市三田洞,1090.0,岐阜県岐阜市三田洞,東海道本線/岐阜駅,,226.18,,15.93,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_2ff8e9870ebc3a5ea097fff0e52f5f0e/,2026-01-17,,東海道本線,岐阜,,,2026-01-11,
3d413685f897,建物,岐阜県岐阜市日野南８丁目,1980.0,岐阜県岐阜市日野南８丁目,東海道本線/岐阜駅 徒歩14分 バス27分,4LDK,199.68,113.85,32.78,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_0f2d1b92962a32afb558f5a7c30a22b6/,2026-01-17,31.83,東海道本線,岐阜,14.0,,2026-01-14,
3d5418c97a72,建物,岐阜県岐阜市岩田西１丁目,1680.0,岐阜県岐阜市岩田西１丁目,東海道本線/岐阜駅 徒歩6分 バス24分,8DK,967.6,185.52,5.74,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_acea24e2c39934318174d9bc36559ed2/,2026-01-17,0.0,東海道本線,岐阜,6.0,,2026-01-11,
3d57ee6041c3,建物,総額を抑える方法でご提案！【弊社独自の特典あり！】必ずベテラン営業が対応！,2290.0,愛知県一宮市両郷町３4番9,名鉄名古屋本線「名鉄一宮」徒歩37分,4LDK,107.61,89.1,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_78788160/,2026-01-17,0.0,名鉄名古屋本線,名鉄一宮,37.0,,2026-01-11,
3d5be4ae9e03,建物,愛知県一宮市観音寺,3690.0,愛知県一宮市観音寺,名鉄尾西線/観音寺駅 徒歩4分,4LDK,132.28,108.8,92.22,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_447dce1a16823001b9961da1af89fb06/,2026-01-17,0.0,名鉄尾西線,観音寺,4.0,,2026-01-11,
3d6616da2bd7,建物,一宮市佐千原屋敷　全2棟　1号棟,3280.0,愛知県一宮市佐千原字屋敷137番,JR東海道本線「尾張一宮」駅まで 徒歩 36分,3LDK,217.99,110.13,,https://sumaity.com/house_new/prop_9913227/,2026-01-17,0.0,JR東海道本線,尾張一宮,36.0,,2026-01-11,
3d684bb13391,土地,整形地！前面6ｍ間口11ｍでお車も安心！建築条件なし！道路高低差ナシ！,550.0,岐阜県各務原市那加琴が丘町１,名鉄各務原線「高田橋」徒歩30分,,165.0,,11.1,https://suumo.jp/tochi/gifu/sc_kakamigahara/nc_79027616/,2026-01-17,,名鉄各務原線,高田橋,30.0,,2026-01-11,
3d72036fa878,土地,愛知県一宮市萩原町花井方字郷中,490.0,愛知県一宮市萩原町花井方字郷中,名鉄尾西線/苅安賀駅 徒歩22分,,393.0,,4.12,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b7ef00135c213de982ceb17d8b6a94d4/,2026-01-17,,名鉄尾西線,苅安賀,22.0,,2026-01-11,
3d7b16a58e3f,建物,愛知県一宮市萩原町花井方,2490.0,愛知県一宮市萩原町花井方,名鉄尾西線/二子駅 徒歩27分,4LDK+S,163.23,95.98,50.43,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_359d3e7148733f5b9728ed2dd6054075/,2026-01-17,0.0,名鉄尾西線,二子,27.0,,2026-01-11,
3d7f532e5109,土地,愛知県一宮市木曽川町門間字沼梯,1300.0,愛知県一宮市木曽川町門間字沼梯,名鉄名古屋本線/新木曽川駅 徒歩15分,,427.0,,10.06,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0af18cd805583250967cfa66980578b5/,2026-01-17,,名鉄名古屋本線,新木曽川,15.0,,2026-01-11,2026/01/14
3d826837fed3,土地,岐阜県各務原市川島渡町,590.0,岐阜県各務原市川島渡町,東海道本線/木曽川駅,,396.0,,4.93,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_eef4fe25c7623f4da924a2bc2a1e3273/,2026-01-17,,東海道本線,木曽川,51.0,,2026-01-11,
3d8674d6d56a,土地,岐阜県各務原市那加前洞新町２丁目,710.0,岐阜県各務原市那加前洞新町２丁目,名鉄各務原線/市民公園前駅 徒歩7分,,124.47,,18.86,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_a56e3d875b33381e9a3406613e38a650/,2026-01-17,,名鉄各務原線,市民公園前,7.0,,2026-01-11,
3d8767abecba,土地,愛知県一宮市浅井町小日比野字中牧,483.0,愛知県一宮市浅井町小日比野字中牧,名鉄犬山線/江南駅,,263.5,,6.06,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_da0d2d02976038a9bf8d13f17aafe23b/,2026-01-17,,名鉄犬山線,江南,,,2026-01-11,
3d87bd6387cb,建物,○平成30年築の注文住宅！○収納豊富・各居室6帖以上！,3980.0,愛知県一宮市千秋町小山字東仲田,名鉄犬山線「石仏」徒歩23分,3LDK+S,222.64,121.75,,https://suumo.jp/chukoikkodate/aichi/sc_ichinomiya/nc_77136182/,2026-01-17,8.05,名鉄犬山線,石仏,23.0,,2026-01-11,
3d90a8487575,土地,岐阜県羽島市正木町森,980.0,岐阜県羽島市正木町森,名鉄竹鼻線/須賀駅 徒歩14分,,463.19,,6.99,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_c85db26ff5193f6fbec5ab94a61d034d/,2026-01-17,,名鉄竹鼻線,須賀,14.0,,2026-01-11,
3d9a72b2cfeb,土地,岐阜県各務原市鵜沼西町１丁目,425.0,岐阜県各務原市鵜沼西町１丁目,名鉄各務原線/鵜沼宿駅 徒歩11分,,616.27,,2.28,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_9c299afa08f43d6d9919cd98d656df90/,2026-01-17,,名鉄各務原線,鵜沼宿,11.0,,2026-01-11,
3da263e7dd39,土地,岐阜県各務原市各務おがせ町８丁目,300.0,岐阜県各務原市各務おがせ町８丁目,名鉄各務原線/苧ケ瀬駅 徒歩17分,,345.0,,2.87,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_4d96d9313a63350c85fcab465cecf6ae/,2026-01-17,,名鉄各務原線,苧ケ瀬,17.0,,2026-01-11,
3da30c616e61,土地,岐阜県各務原市鵜沼西町1丁目12区画 17-13,1000.0,岐阜県各務原市鵜沼西町1丁目12区画 17-13,名鉄各務原線/鵜沼宿駅 徒歩12分,,168.54,,19.61,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_a66e8117bb623cba9848a648730129e2/,2026-01-17,,名鉄各務原線,鵜沼宿,12.0,,2026-01-11,
3daa783985e7,土地,岐阜県羽島市福寿町間島９丁目,1250.0,岐阜県羽島市福寿町間島９丁目,名鉄竹鼻・羽島線/竹鼻駅 徒歩14分,,295.31,,13.99,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_380ad5ff1a6b37a782c0a2048f661b91/,2026-01-17,,名鉄竹鼻・羽島線,竹鼻,14.0,,2026-01-11,
3daae69dcc61,建物,フルリノベーションモデルハウスお譲りします！【照明器具・エアコン２台付】,2880.0,岐阜県岐阜市萱場町３-9,JR東海道本線「西岐阜」徒歩51分,3LDK,184.24,92.74,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_78515575/,2026-01-17,41.74,JR東海道本線,西岐阜,51.0,,2026-01-11,
3db93c64e9f1,建物,顧客満足第1位のスウェーデンハウス施工！！！,3180.0,愛知県一宮市中島通４,名鉄名古屋本線「今伊勢」徒歩32分,3LK,167.26,115.94,,https://suumo.jp/chukoikkodate/aichi/sc_ichinomiya/nc_79175197/,2026-01-17,25.39,名鉄名古屋本線,今伊勢,32.0,,2026-01-14,
3dbb0eff20ff,建物,【アールギャラリー補助金75万円◆カラーセレクト可◆IOT対応電動シャッター,4480.0,愛知県一宮市花池３-17番10,名鉄名古屋本線「妙興寺」徒歩4分,4LDK+S,150.62,103.52,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_79135309/,2026-01-17,0.0,名鉄名古屋本線,妙興寺,4.0,,2026-01-11,
3dc6740ff0c8,建物,桜木町４（鵜沼駅） 2650万円,2650.0,岐阜県各務原市桜木町４,JR高山本線「鵜沼」徒歩18分,4LDK,192.0,111.69,,https://suumo.jp/chukoikkodate/gifu/sc_kakamigahara/nc_78652807/,2026-01-17,10.14,JR高山本線,鵜沼,18.0,,2026-01-11,
3dc7c3339be3,建物,【プライベートもしっかり確保できる7DK！】徒歩圏内に生活施設充実♪,498.0,岐阜県岐阜市鷺山東１,名鉄各務原線「名鉄岐阜」車4.9km,7DK,117.1,118.26,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_77937912/,2026-01-17,56.08,名鉄各務原線,名鉄岐阜,,,2026-01-11,
3dd86173cbd5,土地,愛知県一宮市瀬部字川垂,1128.0,愛知県一宮市瀬部字川垂,名鉄犬山線/江南駅 徒歩13分 バス14分,,466.0,,8.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_4fd4e6a2d2de39f48309278b86157da4/,2026-01-11,,名鉄犬山線,江南,13.0,,2026-01-11,2026/01/14
3dd9c3cd76c9,土地,岐阜県岐阜市長良福光,998.0,岐阜県岐阜市長良福光,名鉄名古屋本線/名鉄岐阜駅 徒歩3分 バス25分,,170.07,,19.4,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_a5ed71bae4db3652ac7a03dc763152b0/,2026-01-17,,名鉄名古屋本線,名鉄岐阜,3.0,,2026-01-11,
3de6571e708a,土地,愛知県一宮市和光,2280.0,愛知県一宮市和光,JR東海道本線/尾張一宮駅 徒歩21分,,160.03,,47.1,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0db736922f223368b562f0630352e197/,2026-01-11,,JR東海道本線,尾張一宮,21.0,,2026-01-11,2026/01/14
3df6c952ca83,建物,愛知県一宮市千秋町加納馬場,2790.0,愛知県一宮市千秋町加納馬場,名鉄犬山線/石仏駅 徒歩10分,4LDK,162.64,107.24,56.71,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_6a2f036b46c3396bacbe2d7f0ab4cb22/,2026-01-17,0.0,名鉄犬山線,石仏,10.0,,2026-01-11,
3df8aa7f7c2d,土地,愛知県一宮市浅野字山王,1540.0,愛知県一宮市浅野字山王,東海道本線/尾張一宮駅 徒歩9分 バス15分,,163.74,,31.09,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_ea8dae0171743b37af5a4ce6c8cb31fd/,2026-01-14,,東海道本線,尾張一宮,9.0,,2026-01-11,2026/01/17
3dfd2f41a5eb,建物,一宮市北方町北方　A号棟　全2棟,2490.0,愛知県一宮市北方町北方字中土取,名鉄名古屋本線「木曽川堤」駅まで 徒歩 25分,4LDK,174.36,96.28,47.21,https://sumaity.com/house_new/prop_10087257/,2026-01-17,0.0,名鉄名古屋本線,木曽川堤,25.0,,2026-01-11,
3e06019a19ee,建物,岐阜市上土居VII　1号棟　全4棟　新築戸建,3680.0,岐阜県岐阜市上土居３丁目,JR東海道本線「岐阜」駅まで 5.9km,4LDK,184.43,113.44,65.96,https://sumaity.com/house_new/prop_10072720/,2026-01-17,0.0,JR東海道本線,岐阜,74.0,,2026-01-11,
3e0bf292b718,土地,愛知県一宮市浅野字佐五山,670.0,愛知県一宮市浅野字佐五山,JR東海道本線/尾張一宮駅 徒歩4分 バス11分,,148.83,,14.88,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_ac9a6cab311b3175acd943c1e319a178/,2026-01-17,,JR東海道本線,尾張一宮,4.0,,2026-01-11,
3e29f7a3a567,建物,愛知県一宮市三条字田畑,1890.0,愛知県一宮市三条字田畑,,5LDK,131.0,129.07,47.69,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_65d0b73684cb39ea9bb747c7e5571e08/,2026-01-17,25.08,,,,,2026-01-11,
3e31f8dc6cef,建物,◆平屋◆太陽光搭載◆LDK最大21帖◆全居室収納◆敷地60坪以上◆車3台可,3450.0,岐阜県岐阜市旦島５-15-7　他,JR東海道本線「西岐阜」車4.8km,3LDK,231.18,101.85,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_77937337/,2026-01-17,0.0,JR東海道本線,西岐阜,,最小,2026-01-11,
3e43b10ff3e6,建物,岐阜県岐阜市西改田字米野,2980.0,岐阜県岐阜市西改田字米野,,3SLDK,223.08,111.44,44.16,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_5470fa6babd6359a9a7c67d9a25a1e37/,2026-01-17,0.0,,,,,2026-01-11,
3e4b1f1bad38,建物,岐阜県岐阜市江添,3080.0,岐阜県岐阜市江添,JR東海道本線/西岐阜駅 徒歩26分,4LDK,180.89,115.1,56.29,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_1f4228a06522345f8757861113e53a72/,2026-01-17,0.0,JR東海道本線,西岐阜,26.0,,2026-01-11,
3e4c04ecb2ba,土地,岐阜県岐阜市早田東町８丁目,2408.0,岐阜県岐阜市早田東町８丁目,,,346.0,,23.01,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_e6e1b4991d8f372790fd7035890d3f07/,2026-01-11,,,,,,2026-01-11,2026/01/14
3e4e7d4cac26,建物,【ダイワハウス】駐車3台可能！耐震等級3！ZEH基準の断熱等級5！,4580.0,岐阜県岐阜市上川手字盛坪581番6他,名鉄名古屋本線「茶所」徒歩12分,4LDK,150.03,107.31,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78789931/,2026-01-17,0.0,名鉄名古屋本線,茶所,12.0,最大,2026-01-11,
3e4fb6fdf0a7,建物,(株)フジケンが各務原に新プロジェクト新発売！モデルハウス分譲！,3199.0,岐阜県各務原市蘇原緑町１,JR高山本線「蘇原」徒歩6分~7分,4LDK,134.21,106.84,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78965127/,2026-01-17,0.0,JR高山本線,蘇原,6.0,,2026-01-11,
3e55f030a8d1,土地,岐阜県岐阜市高砂町４丁目,6651.0,岐阜県岐阜市高砂町４丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩6分,,366.47,,60.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_e753e4d75b803199974e5857e6f1e376/,2026-01-17,,名鉄名古屋本線,名鉄岐阜,6.0,,2026-01-11,
3e6c653367dc,土地,岐阜県岐阜市鏡島中２丁目,850.0,岐阜県岐阜市鏡島中２丁目,東海道本線/西岐阜駅 徒歩18分,,141.79,,19.82,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_ca080d4412d9318992e84e039b23a7fb/,2026-01-17,,東海道本線,西岐阜,18.0,,2026-01-14,
3e6e846b1d9a,土地,愛知県一宮市小信中島字郷東,3834.0,愛知県一宮市小信中島字郷東,名鉄尾西線/奥町駅 徒歩30分,,706.02,,17.95,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8613c52208fc33d5b34a3a0662159189/,2026-01-17,,名鉄尾西線,奥町,30.0,,2026-01-11,
3e722f71bcad,土地,◆造成工事完了後引渡し◆建築条件無し◆南向き◆整形地◆全区画70坪以上◆,1980.0,岐阜県各務原市那加前洞新町５,名鉄各務原線「市民公園前」徒歩18分,,238.0,,27.6,https://suumo.jp/tochi/gifu/sc_kakamigahara/nc_79052436/,2026-01-17,,名鉄各務原線,市民公園前,18.0,,2026-01-11,
3e7c26ad50fa,土地,岐阜県各務原市鵜沼各務原町３丁目,675.0,岐阜県各務原市鵜沼各務原町３丁目,名鉄各務原線/名電各務原駅 徒歩3分,,107.83,,20.69,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_11a107e8bd0b33fcb65948be56a14687/,2026-01-17,,名鉄各務原線,名電各務原,3.0,,2026-01-11,
3e87dc732039,建物,岐阜県岐阜市萱場町,2880.0,岐阜県岐阜市萱場町,JR東海道本線/西岐阜駅 徒歩51分,3LDK,184.24,92.74,51.68,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_03b3477058fb334ba4cf774b5565365a/,2026-01-17,41.67,JR東海道本線,西岐阜,51.0,,2026-01-11,
3e89b7652ba4,建物,中古戸建　一宮市開明字出屋敷,2390.0,愛知県一宮市開明字出屋敷,名鉄尾西線 奥町駅まで 徒歩18分 / 名鉄尾西線 玉ノ井駅まで 徒歩25分,3LDK,143.35,117.78,,https://sumaity.com/house/used/aichi_prop/prop_18170429/,2026-01-17,9.47,名鉄尾西線,奥町,18.0,,2026-01-11,
3e8fadb6ffa5,土地,岐阜県岐阜市岩田坂３丁目,725.0,岐阜県岐阜市岩田坂３丁目,JR東海道本線/岐阜駅 徒歩2分 バス22分,,226.01,,10.6,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_8326e2786af53bf1a777c60860b17e1a/,2026-01-17,,JR東海道本線,岐阜,2.0,,2026-01-11,
3e9bbcbc2e33,建物,岐阜県各務原市鵜沼羽場町２丁目,3700.0,岐阜県各務原市鵜沼羽場町２丁目,名鉄各務原線/羽場駅 徒歩7分,4SLDK,212.08,125.05,57.67,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_06e2414688fc30de9028012f76295ba2/,2026-01-17,3.92,名鉄各務原線,羽場,7.0,,2026-01-11,
3eb2b66bd36d,建物,愛知県一宮市東加賀野井,2190.0,愛知県一宮市東加賀野井,名鉄尾西線/玉野駅 徒歩43分,4LDK,173.38,95.58,41.76,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_0a48cc5a9446399a857c7e1527c5b10d/,2026-01-14,0.0,名鉄尾西線,玉野,43.0,,2026-01-11,2026/01/17
3eb50e95404e,建物,総額を抑える方法でご提案！【弊社独自の特典あり！】必ずベテラン営業が対応！,2980.0,岐阜県岐阜市西鶉６-20-2,JR東海道本線「西岐阜」車2.7km,5LDK,175.22,122.13,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_79123305/,2026-01-17,0.0,JR東海道本線,西岐阜,,最小,2026-01-11,
3eb6e3f0b661,土地,岐阜県岐阜市茜部野瀬３丁目103番6,780.0,岐阜県岐阜市茜部野瀬３丁目103番6,名鉄竹鼻線/西笠松駅 徒歩18分,,209.31,,12.32,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_53dd724f685a3b28949b71221d1d8269/,2026-01-17,,名鉄竹鼻線,西笠松,18.0,,2026-01-11,
3ec406554bd1,土地,岐阜県各務原市鵜沼丸子町３丁目,620.0,岐阜県各務原市鵜沼丸子町３丁目,名鉄各務原線/羽場駅 徒歩22分,,179.75,,11.4,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_d379ad262eb43a608b2b934cc609f4db/,2026-01-17,,名鉄各務原線,羽場,22.0,,2026-01-11,
3eccb3ec4804,土地,岐阜県岐阜市長良宮路町１丁目,3441.12,岐阜県岐阜市長良宮路町１丁目,,,474.0,,24.0,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_9c5048cf52c433f48f68696580c61380/,2026-01-11,,,,,,2026-01-11,2026/01/14
3ecd1f462a15,建物,一宮市三条第6　全4棟,2790.0,愛知県一宮市三条字ヱグロ57番,名鉄尾西線「奥町」駅 徒歩22分,4LDK,160.08,100.84,,https://sumaity.com/house_new/prop_9887802/,2026-01-17,0.0,名鉄尾西線,奥町,22.0,最大,2026-01-11,
3ed1a42caf15,土地,愛知県一宮市松山町,200.0,愛知県一宮市松山町,JR東海道本線/尾張一宮駅 徒歩5分 バス20分,,90.9,,7.27,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_4c2a9eb2793932518e60065e5d53aaed/,2026-01-17,,JR東海道本線,尾張一宮,5.0,,2026-01-11,
3ed7f5e1404c,建物,岐阜県各務原市鵜沼丸子町３丁目,495.0,岐阜県各務原市鵜沼丸子町３丁目,名鉄各務原線/羽場駅 徒歩22分,6DK,179.75,79.48,9.1,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_d23bcdd236553accae9cadeb4d6c670c/,2026-01-17,52.33,名鉄各務原線,羽場,22.0,,2026-01-11,
3edf489a5211,土地,東南角地！50坪以上！建築条件なし！,685.0,岐阜県岐阜市御望,岐阜バス「黒野病院前」徒歩6分,,196.55,,11.6,https://suumo.jp/tochi/gifu/sc_gifu/nc_78653129/,2026-01-17,,岐阜バス,黒野病院前,6.0,,2026-01-11,
3ee98686a21e,建物,愛知県一宮市木曽川町門間,2399.0,愛知県一宮市木曽川町門間,名鉄名古屋本線/石刀駅 徒歩12分,4LDK,118.13,96.88,67.13,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_4215f3a6b5b83345b470e0825095901f/,2026-01-17,0.0,名鉄名古屋本線,石刀,12.0,,2026-01-11,
3eefae3ddc4b,土地,岐阜県岐阜市市橋３丁目,2980.0,岐阜県岐阜市市橋３丁目,東海道本線/西岐阜駅 徒歩6分,,258.0,,38.18,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_e2b47793aa9537d28ca4e89c7fc1f145/,2026-01-17,,東海道本線,西岐阜,6.0,,2026-01-11,
3ef03e330ca1,建物,新築戸建　大毛,2880.0,愛知県一宮市大毛字向野,JR東海道本線「木曽川」駅まで 徒歩 37分,4LDK,196.16,112.62,,https://sumaity.com/house_new/prop_10025716/,2026-01-17,0.0,JR東海道本線,木曽川,37.0,,2026-01-11,
3eff12942967,土地,岐阜県各務原市蘇原旭町２丁目,800.0,岐阜県各務原市蘇原旭町２丁目,名鉄各務原線/六軒駅 徒歩8分,,126.99,,20.83,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_c71b39f5b1403ad1a874334b11dc5aa4/,2026-01-17,,名鉄各務原線,六軒,8.0,,2026-01-11,
