エリア,物件名,価格,所在地,沿線・駅,土地面積,建物面積,間取り,築年月,URL,情報取得日
愛知県一宮市,愛知県一宮市蓮池字郷前,"1,850万円",愛知県一宮市蓮池字郷前,名鉄尾西線/萩原駅 徒歩32分,442.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_898040a11c7f37ee9dab07a24a560175/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町馬寄,2000万円・2200万円,愛知県一宮市今伊勢町馬寄,名鉄名古屋本線/石刀駅 徒歩18分,252.1m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8988d90dd53f3d08b31a7724d1035648/,2026-02-01
愛知県一宮市,愛知県一宮市北丹町,3280万円,愛知県一宮市北丹町,名鉄名古屋本線/今伊勢駅 徒歩17分,156.9m2,107.85m2,3LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_898beb60972d3546a1e7f4e823d76e42/,2026-02-01
愛知県一宮市,愛知県一宮市光明寺字神宮,850万円,愛知県一宮市光明寺字神宮,東海道本線/尾張一宮駅 徒歩2分 バス21分,559.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_898dfbccfd8639d8aef90dc76a55e479/,2026-02-01
愛知県一宮市,愛知県一宮市春明,3200万円,愛知県一宮市春明,名鉄犬山線/布袋駅 徒歩33分,132.22m2,120.84m2,4LDK+S（納戸）,9年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_89a210639db132998716cdd6716cc030/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町河端字宮前,880万円,愛知県一宮市浅井町河端字宮前,東海道本線/尾張一宮駅 徒歩5分 バス25分,242.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_89a6c8d9f6e03c1b97acb806b4907677/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町高木字中道,950万円,愛知県一宮市萩原町高木字中道,名鉄尾西線/萩原駅 徒歩15分,167.42m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_89ea47c3924e38a399318efb7de50849/,2026-02-01
愛知県一宮市,愛知県一宮市三ツ井,4090万円,愛知県一宮市三ツ井,ＪＲ東海道本線/稲沢駅 徒歩46分,222.57m2,134.5m2,3LDK+S（納戸）,5年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_89f9d2364cb036aa8239b93e694ee6cd/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町朝宮字狐土居,"2,180万円",愛知県一宮市萩原町朝宮字狐土居,名鉄尾西線/二子駅 徒歩17分,1166.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8a2a9cdcf2f6383c93d1f3fd2c00c201/,2026-02-01
愛知県一宮市,愛知県一宮市時之島,999万円,愛知県一宮市時之島,名鉄犬山線/布袋駅 徒歩43分,134.06m2,133.76m2,5LDK,38年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_8a7fe3cb895b39be8b8a14ba652b8662/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町大野,698万円,愛知県一宮市浅井町大野,ＪＲ東海道本線/尾張一宮駅 徒歩4分 バス24分,256.74m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8a860b89f1a939d7aae4b5ddac608a55/,2026-02-01
愛知県一宮市,愛知県一宮市北小渕字石川,780万円,愛知県一宮市北小渕字石川,,495.42m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8a8769d2b6293006be77e24f1427139c/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町戸苅,480万円,愛知県一宮市萩原町戸苅,名鉄尾西線/萩原駅 徒歩8分,297m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_a9a31dee6b393206bfd1899ed7b3ea56/,2026-02-01
愛知県一宮市,愛知県一宮市北方町北方,2390万円・2490万円,愛知県一宮市北方町北方,名鉄名古屋本線/木曽川堤駅 徒歩26分,164.71m2,95.65m2,4LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_a9b9dbd66edd33f8be1ad0fd8b07cb1e/,2026-02-01
愛知県一宮市,愛知県一宮市奥町,490万円,愛知県一宮市奥町,名鉄尾西線/奥町駅 徒歩16分,83.66m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_a9bc809ec94b339a8a2335282073e614/,2026-02-01
愛知県一宮市,愛知県一宮市北方町北方字狐塚郷,"2,480万円",愛知県一宮市北方町北方字狐塚郷,JR東海道本線/木曽川駅 徒歩20分,225.52m2,100.62m2,4SLDK,2ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_a9f1a9a349463e25922f1a3b67b34728/,2026-02-01
愛知県一宮市,愛知県一宮市北方町北方,3580万円,愛知県一宮市北方町北方,ＪＲ東海道本線/木曽川駅 徒歩22分,160.01m2,109.11m2,4LDK,8年4ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_a9f3ac3f2f7c3f1e933f71cff47184f8/,2026-02-01
愛知県一宮市,愛知県一宮市瀬部,400万円,愛知県一宮市瀬部,名鉄犬山線/江南駅 徒歩1分 バス25分,204.71m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_a9f4ad3839a330148deb69eb06ee8ff3/,2026-02-01
愛知県一宮市,愛知県一宮市馬見塚,4400万円,愛知県一宮市馬見塚,名鉄名古屋本線/妙興寺駅 徒歩29分,272.36m2,109.71m2,3LDK,1年7ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_a9fad2e607663a58887f26ae0b966e11/,2026-02-01
愛知県一宮市,愛知県一宮市大和町於保字郷浦,490万円,愛知県一宮市大和町於保字郷浦,名鉄名古屋本線/島氏永駅 徒歩7分,156.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_aa2f3fc12a173b45a52ddb3591f84f8d/,2026-02-01
愛知県一宮市,愛知県一宮市東五城字北作野,"1,160万円",愛知県一宮市東五城字北作野,,145.46m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_aa302e05097430238847b04f24238240/,2026-02-01
愛知県一宮市,愛知県一宮市平和３丁目,"4,930万円",愛知県一宮市平和３丁目,名鉄名古屋本線/名鉄一宮駅 徒歩16分,141.58m2,127.75m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_aa3c8298b347350484bb3bd8f4bec392/,2026-02-01
愛知県一宮市,愛知県一宮市大和町苅安賀字観音堂,385万円,愛知県一宮市大和町苅安賀字観音堂,名鉄尾西線/苅安賀駅 徒歩15分,255.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_aa8dd593a5ec3f139947e2f5e2db297a/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町外割田字孫兵衛池,665万円,愛知県一宮市木曽川町外割田字孫兵衛池,名鉄名古屋本線/新木曽川駅 徒歩15分,171.41m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_aa93c3fc332133a4a9b872a74c02c26a/,2026-02-01
愛知県一宮市,愛知県一宮市三条,3080万円,愛知県一宮市三条,"名鉄尾西線/奥町駅,名鉄尾西線/開明駅,名鉄尾西線/二子駅",160.41m2,114.25m2,3LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_ab10bad0c2fe33f799609ab298df0560/,2026-02-01
愛知県一宮市,愛知県一宮市大毛字弘法寺,765.8万円,愛知県一宮市大毛字弘法寺,名鉄名古屋本線/名鉄一宮駅 徒歩7分 バス22分,361.69m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_ab600c938bb730a8984d65929f0b6d0d/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町本神戸,3198万円,愛知県一宮市今伊勢町本神戸,名鉄名古屋本線/今伊勢駅 徒歩17分,113.35m2,103.93m2,4LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_ab7fad71ad7c30b8b203c5051e68d0cf/,2026-02-01
愛知県一宮市,愛知県一宮市平和２丁目,"4,380万円",愛知県一宮市平和２丁目,名鉄名古屋本線/名鉄一宮駅 徒歩13分,119.34m2,104.97m2,4SLDK,7ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_abaf559e10a23f0c8c4492558eb2340a/,2026-02-01
愛知県一宮市,愛知県一宮市北方町北方,850万円,愛知県一宮市北方町北方,名鉄名古屋本線/木曽川堤駅 徒歩27分,145.45m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_97173fda791e3e0d9284d256cddfc082/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町町屋,1290万円,愛知県一宮市千秋町町屋,名鉄犬山線/石仏駅 徒歩13分,127.03m2,105.98m2,4LDK,35年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_972987de7ecd3549a1fc4bf1c1cddbd2/,2026-02-01
愛知県一宮市,愛知県一宮市田所字宮前,863.9万円,愛知県一宮市田所字宮前,東海道本線/木曽川駅 徒歩20分,952.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_974e663ba9fb3f9cbd57de1233f9f9df/,2026-02-01
愛知県一宮市,愛知県一宮市東五城,490万円,愛知県一宮市東五城,名鉄尾西線/二子駅 徒歩39分,168.8m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_9805edcce1c93344b6fe0a5ffbf94635/,2026-02-01
愛知県一宮市,愛知県一宮市奥町字内込,"2,680万円",愛知県一宮市奥町字内込,名鉄尾西線/奥町駅 徒歩16分,196.61m2,97.6m2,4LDK,1年7ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_985cf25883653ba1a53855c1e9c0dc8b/,2026-02-01
愛知県一宮市,愛知県一宮市北方町北方,890万円,愛知県一宮市北方町北方,名鉄名古屋本線/黒田駅 徒歩31分,224.18m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_98801f2e41e133d6be61f1536ef0f502/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町江森字東之森,"1,628万円",愛知県一宮市浅井町江森字東之森,名鉄名古屋本線/名鉄一宮駅 徒歩4分 バス20分,215.37m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_98982b314a133480aeac9bd2efe33bbb/,2026-02-01
愛知県一宮市,愛知県一宮市明地字宮崎田,780万円,愛知県一宮市明地字宮崎田,名鉄尾西線/玉野駅 徒歩8分,199.57m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_98bbb1decaa33e5cbae37be9ea44cd48/,2026-02-01
愛知県一宮市,愛知県一宮市八幡,1億2000万円,愛知県一宮市八幡,名鉄尾西線/西一宮駅 徒歩4分,509.38m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_98d2e163544339fbb7dff17e5689b813/,2026-02-01
愛知県一宮市,愛知県一宮市北今字苗代一ノ切,"2,500万円",愛知県一宮市北今字苗代一ノ切,名鉄尾西線/二子駅 徒歩30分,1582.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_98dd2a22846636a380b23c97afb85bf1/,2026-02-01
愛知県一宮市,愛知県一宮市伝法寺１丁目,"3,680万円",愛知県一宮市伝法寺１丁目,東海道本線/稲沢駅 徒歩46分,407.73m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_98fc950a72083c52aba9bf63cfa4fdd2/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町穂積塚本字宮西21-1,"1,550万円",愛知県一宮市千秋町穂積塚本字宮西21-1,名鉄犬山線/石仏駅 徒歩24分,207.2m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fc19db03f6f83f10a542d267fd2387bb/,2026-02-01
愛知県一宮市,愛知県一宮市大和町毛受字西屋敷,"1,980万円",愛知県一宮市大和町毛受字西屋敷,名鉄尾西線/名鉄一宮駅 徒歩25分,205.05m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fcb50ddd720e3e11adc70c73acc8b10d/,2026-02-01
愛知県一宮市,愛知県一宮市和光２丁目,"2,420万円",愛知県一宮市和光２丁目,東海道本線/尾張一宮駅 徒歩25分,218.31m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fcc321cacd5138b38321b70cb06f78cf/,2026-02-01
愛知県一宮市,愛知県一宮市花池,980万円,愛知県一宮市花池,名鉄名古屋本線/妙興寺駅 徒歩9分,101.69m2,72.87m2,2LDK,50年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_fcd600b3643631df8c3d78c28673d503/,2026-02-01
愛知県一宮市,愛知県一宮市瀬部字長塚,602万円,愛知県一宮市瀬部字長塚,名鉄名古屋本線/名鉄一宮駅 徒歩5分 バス24分,331.98m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fcf242a390f63ebcacbe2c9b8549a4ab/,2026-02-01
愛知県一宮市,愛知県一宮市春明,1350万円,愛知県一宮市春明,名鉄犬山線/布袋駅 徒歩30分,246.52m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fd04cf669e233aa4b91437277b45d30e/,2026-02-01
愛知県一宮市,愛知県一宮市三条,2780万円,愛知県一宮市三条,名鉄尾西線/二子駅 徒歩34分,161.98m2,100.04m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_fd3ea2b6d0bf31439fc800b50f612f75/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町串作字平,500万円,愛知県一宮市萩原町串作字平,名鉄尾西線/萩原駅 徒歩4分,349.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fd67b79568e331dfac2728b6d8c6d5b6/,2026-02-01
愛知県一宮市,愛知県一宮市伝法寺,3380万円,愛知県一宮市伝法寺,ＪＲ東海道本線/稲沢駅 徒歩44分,193.53m2,132.12m2,3LDK+S（納戸）,9年10ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_fd6e71b554983761baa47359d3c0ae61/,2026-02-01
愛知県一宮市,愛知県一宮市小信中島字郷東,"3,280万円",愛知県一宮市小信中島字郷東,名鉄尾西線/奥町駅 徒歩5分 バス4分,176.28m2,117.59m2,4LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_fdaaf7b9f71735fc968277dda3975b37/,2026-02-01
愛知県一宮市,愛知県一宮市三条,1268万円,愛知県一宮市三条,名鉄尾西線/開明駅 徒歩27分,158.7m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fdbc682bde443d6d84b5ff0875a60371/,2026-02-01
愛知県一宮市,愛知県一宮市長島町１丁目,"2,290万円",愛知県一宮市長島町１丁目,名鉄名古屋本線/今伊勢駅 徒歩28分,132.28m2,111.79m2,4LDK,11年,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_fe076c54860c3f64a904bc1af7e5896e/,2026-02-01
愛知県一宮市,愛知県一宮市光明寺字井戸尻,332万円,愛知県一宮市光明寺字井戸尻,東海道本線/木曽川駅 徒歩27分,608.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_fe0d525df12434a98ae044f5be676ff4/,2026-02-01
愛知県一宮市,愛知県一宮市祐久,1100万円,愛知県一宮市祐久,名鉄尾西線/萩原駅 徒歩40分,529.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_afdc02f1c2ad3614a4cfda904fd93a45/,2026-02-01
愛知県一宮市,愛知県一宮市浅野字白山,"1,290万円",愛知県一宮市浅野字白山,東海道本線/尾張一宮駅 徒歩8分 バス13分,210.07m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_afdca70c5538378198ae3397534e449b/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町本神戸,1598万円,愛知県一宮市今伊勢町本神戸,名鉄名古屋本線/今伊勢駅 徒歩10分,162.31m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b04696ed1b0e32d79af45f14c112451b/,2026-02-01
愛知県一宮市,愛知県一宮市観音寺１丁目,"3,650万円",愛知県一宮市観音寺１丁目,名鉄尾西線/観音寺駅 徒歩4分,215.21m2,103.51m2,4SDK,23年7ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_b080e65af6d734748606f93ae80f7f76/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町宮後字宮代,"1,598万円",愛知県一宮市今伊勢町宮後字宮代,名鉄名古屋本線/今伊勢駅 徒歩14分,186.99m2,107.19m2,3LDK,36年,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_b08ecec0372a31f287fa0335fd149b8b/,2026-02-01
愛知県一宮市,愛知県一宮市朝日３丁目,"2,500万円",愛知県一宮市朝日３丁目,JR東海道本線/尾張一宮駅 徒歩32分,213.63m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b09e10b69c0f3354a363727b99558137/,2026-02-01
愛知県一宮市,愛知県一宮市森本４丁目,"4,180万円",愛知県一宮市森本４丁目,名鉄名古屋本線/妙興寺駅 徒歩24分,385.51m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b0c85c19f40c375ca1d938d99db4bb94/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町黒田,1600万円,愛知県一宮市木曽川町黒田,ＪＲ東海道本線/木曽川駅 徒歩9分,206.69m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b0e2353725813cb4ac79724ecfbb9c46/,2026-02-01
愛知県一宮市,愛知県一宮市明地,2080万円,愛知県一宮市明地,名鉄名古屋本線/名鉄一宮駅 徒歩1分 バス31分,174.45m2,97.08m2,4LDK,7年10ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_b147d995ec963fb1a9f2c16ff23ab315/,2026-02-01
愛知県一宮市,愛知県一宮市北方町中島字中起,"1,200万円",愛知県一宮市北方町中島字中起,名鉄名古屋本線/黒田駅 徒歩13分,167.48m2,117.92m2,4LDK,37年5ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_b15db11ed3d6322ab841a5dea3345e4e/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町河田字待,980万円,愛知県一宮市浅井町河田字待,JR東海道本線/尾張一宮駅 徒歩4分 バス25分,206.79m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b177157c78223bdea1295e8ad6643041/,2026-02-01
愛知県一宮市,愛知県一宮市乾町,"2,190万円",愛知県一宮市乾町,名鉄名古屋本線/今伊勢駅 徒歩22分,122.69m2,100.83m2,4LDK,7ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_b19157b65f6137c69e0eb9ed7438057f/,2026-02-01
愛知県一宮市,愛知県一宮市馬見塚字東見六,"4,250万円",愛知県一宮市馬見塚字東見六,名鉄名古屋本線/妙興寺駅 徒歩31分,150.0m2,135.8m2,4LDK,4年10ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_b1a94bfd83d23beaa15eb6a11e8e0687/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町串作字平,398万円,愛知県一宮市萩原町串作字平,名鉄尾西線/萩原駅 徒歩4分,225.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_b1acdc1f587535f78ec9e2b68d779240/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町宮後,2930万円,愛知県一宮市今伊勢町宮後,名鉄名古屋本線/石刀駅 徒歩12分,132.46m2,99.63m2,4LDK,4ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_b1c5e202500c359681f87a0baa053a23/,2026-02-01
愛知県一宮市,愛知県一宮市西五城字山方,"1,899万円",愛知県一宮市西五城字山方,名鉄尾西線/萩原駅 徒歩46分,519.0m2,313.23m2,12LDK,36年9ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_f605d74641593e10a83eb11fc0a17fad/,2026-02-01
愛知県一宮市,愛知県一宮市佐千原字東出,647万円,愛知県一宮市佐千原字東出,名鉄名古屋本線/名鉄一宮駅 徒歩2分 バス14分,388.81m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_f613ac5ff9d73c85a29a1300340da54f/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町穂積塚本字塚本郷西,"1,505万円",愛知県一宮市千秋町穂積塚本字塚本郷西,名鉄犬山線/布袋駅 徒歩27分,711.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_f627f8f4b74c3b38a7345c59da1850cf/,2026-02-01
愛知県一宮市,愛知県一宮市光明寺字辻河原,580万円,愛知県一宮市光明寺字辻河原,,213.59m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_f650917202113f4caf07c03b9e86d0bf/,2026-02-01
愛知県一宮市,愛知県一宮市春明,1200万円,愛知県一宮市春明,名鉄犬山線/江南駅 徒歩8分 バス10分,185.59m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_f6998465e16730739010ccdf59f79e99/,2026-02-01
